"Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES"
"FNZNOBSAZSOSGF-HCKMINDGNA-N,CHEMBL2207490,29253,A,5.13,chembl20,881848,10116,MAOA,2549,N=1NC(=C2C=CC=CC12)C3CCN(CC3)CCC"
"FOCOMSHDIFMBFE-UHFFFAOYNA-N,CHEMBL542506,29253,N,3.0,chembl20,122947,10116,MAOA,2549,C(OC1=C2C(CCC2N)=CC=C1)(N(CCC)C)=O"
"FKERSMNGUWCIGY-UHFFFAOYNA-N,CHEMBL450931,29253,A,5.74,chembl20,123090,10116,MAOA,2549,C(OC1=CC(CCNCC#C)=CC=C1)(N(CCC)C)=O"
"FKGFLJZEVNCAEZ-YAQRNVERNA-N,46233338,29253,A,5.07058,pubchem,459280,10116,MAOA,2549,BrC1=NC=CC=C1C(=O)NCCN2CCOCC2"
"FMHHVULEAZTJMA-UHFFFAOYNA-N,5585,4128,A,6.0804,pubchem,625150,9606,MAOA,2549,O1C=2C(=CC3=C(OC(=O)C=C3C)C2C)C=C1C"
"FLORYIJCJSMNJG-YAQRNVERNA-N,CHEMBL599389,29253,N,4.55,chembl20,610338,10116,MAOA,2549,C(=O)(NCCN1CCOCC1)C=2C=CC(=NC2Cl)C"
"FJZDMBYDDXBLAU-YAQRNVERNA-N,46233361,29253,A,6.12494,pubchem,459280,10116,MAOA,2549,ClC=1C(C(=O)NCCN2CCOCC2)=CN=CC1"
"DVZCOQQFPCMIPO-UHFFFAOYNA-N,CHEMBL186609,4128,A,5.28,chembl20,304820,9606,MAOA,2549,C1(C2=C(C=CC(=C2)OC)OC=3C1=CC=CC3)=O"
"BSMGCHLGSZJBJJ-UHFFFAOYNA-N,CHEMBL171588,4128,N,0.27,chembl20,739780,9606,MAOA,2549,C=1(C(N(CC=2C=CC=CC2)C)=O)N(C=CC1)C"
"BQJREPACXANOEP-UHFFFAOYNA-N,CHEMBL67901,29253,A,6.52,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=C(C=C2)CC)OC=3C1=CC=CC3)=O"
"HTRZQOWAQJHGBR-UHFFFAOYNA-N,CHEMBL449889,4128,N,2.0,chembl20,739780,9606,MAOA,2549,C=1C=C2C=C(CNC=3C=CC=CC3)N(C2=CC1)C"
"HYXHQZASJISSQN-UHFFFAOYNA-N,CHEMBL347503,29253,A,5.57,chembl20,123089,10116,MAOA,2549,C(OC1=CC(CCNCC#C)=CC=C1)(N(C)C)=O"
"HYZGPTYBESHBBA-GFCCVEGCNA-N,CHEMBL220265,4128,N,1.7,chembl20,739780,9606,MAOA,2549,N1C(CN([C@H](C)C2CCCCC2)C)=CC=C1"
"ALSHOJZFZPZPMN-DLGLGFIGNA-N,CHEMBL1814646,4128,N,3.6,chembl20,762553,9606,MAOA,2549,C1(=CC=C(CC=2SC(=NC2O)N)C=C1)C(C)=O"
"CBLCADUNWWRLLJ-UHFFFAOYNA-N,CHEMBL63682,29253,A,6.7,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=C(C=C2)C)OC=3C1=CC=CC3)(=O)=O"
"NGGGCCBWQXZVJE-UHFFFAOYNA-N,CHEMBL3288299,4128,A,5.65,chembl20,1363618,9606,MAOA,2549,C1=CC(=CC=C1COC=2C=CC=3C(=O)CCCC3C2)I"
"QXKHYNVANLEOEG-UHFFFAOYNA-N,CHEMBL416,4128,N,4.07,chembl20,332420,9606,MAOA,2549,C1=2C=CC(OC1=C(C3=C(C=CO3)C2)OC)=O"
"WGWHJLDAXAFZNG-VQHVLOKHNA-N,6370756,4128,A,6.284,pubchem,612542,9606,MAOA,2549,S1/C(/C(=O)N(C1=S)C)=C/C2=CC=CC=C2"
"HIOIYGZUYPHUTC-JTQLQIEINA-N,44424448,4128,A,7.52288,pubchem,288951,9606,MAOA,2549,S(C1=CC=C(C[C@@H](N)C)C=C1)CCC"
"HLSVSCQFGAPXKJ-UHFFFAOYNA-N,CHEMBL554453,29253,N,3.12,chembl20,123259,10116,MAOA,2549,C(OC=1C=C2C(CCC2NCC#C)=CC1)(N(C)C)=O"
"HEFNNWSXXWATRW-YHMJCDSINA-N,3672,4128,N,,pubchem,409942,9606,MAOA,2549,O=C(O)C(C1=CC=C(CC(C)C)C=C1)C"
"HJRFKKRMCGZIOA-UHFFFAOYNA-N,CHEMBL1411619,4128,N,3.82,chembl20,769478,9606,MAOA,2549,O1C=2C(C=C(C1=O)C(=O)C)=CC=C(OC)C2"
"HDRNHHBGLXBGMQ-UHFFFAOYNA-N,CHEMBL67850,29253,A,8.15,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC(=C2)CC)OC=3C1=CC=CC3)(=O)=O"
"INIUTIRISOYVHA-UHFFFAOYNA-N,CHEMBL239935,29253,N,4.53,chembl20,450264,10116,MAOA,2549,C=1C=CC2=C(C1)C3=C(C=4C(N=N3)=CC=CC4)N2"
"INSNNVNWDYCOBU-UHFFFAOYNA-N,13147660,4128,A,6.14267,pubchem,629007,9606,MAOA,2549,O=C1C=2C3=C(N=CC=C3C=CC2)C4=C1C=CC=C4"
"IFTJEQDLNUTVJK-VOTSOKGWNA-N,CHEMBL2420693,4128,N,4.74,chembl20,979172,9606,MAOA,2549,C1(=CC(=CC=C1)Cl)/C=C/C(=O)C=2OC(=CC2)C"
"IFVJHRWUMHINNO-UWVGGRQHNA-N,CHEMBL462630,4128,N,4.85,chembl20,514663,9606,MAOA,2549,[C@@H]1(C[C@@]1(C=2C=CC(=CC2)OC)F)N"
"IFVJHRWUMHINNO-ZJUUUORDNA-N,44577747,4128,N,,pubchem,366634,9606,MAOA,2549,F[C@]1([C@H](N)C1)C2=CC=C(OC)C=C2"
"IJAWHLPCANTTRN-UHFFFAOYNA-N,CHEMBL519241,4128,N,4.2,chembl20,557971,9606,MAOA,2549,C=1C=C2C(=C(C1O)OC)OC(C3=C2CCC3)=O"
"IGTIIYNFBAHPEJ-UHFFFAOYNA-N,10586897,4128,A,5.48149,pubchem,644756,9606,MAOA,2549,O(C=1C=C2C(OC=CC2=O)=CC1)CC3=CC=CC=C3"
"IGTIIYNFBAHPEJ-UHFFFAOYNA-N,CHEMBL323988,29253,A,5.17,chembl20,123581,10116,MAOA,2549,C1=2C(C=COC1=CC=C(C2)OCC3=CC=CC=C3)=O"
"INDBQLZJXZLFIT-UHFFFAOYNA-N,CHEMBL506,4128,N,4.12,chembl20,802428,9606,MAOA,2549,C(CCC(C)NC1=CC(=CC2=CC=CN=C12)OC)N"
"GZVPSVQQXUIXBS-UHFFFAOYNA-N,CHEMBL67629,29253,A,8.22,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=C(C=C2)CC)OC=3C1=CC=CC3)(=O)=O"
"GTIAZJYYTMDICN-UHFFFAOYNA-N,CHEMBL2204760,4128,N,4.95,chembl20,885406,9606,MAOA,2549,C(C=1C(C#N)=CC(=CC1)SC=2C=CC(=CC2)Cl)#N"
"JHNADFDOHHLJBW-UHFFFAOYNA-N,CHEMBL554452,29253,A,5.01,chembl20,123266,10116,MAOA,2549,C(OC1=C2C(C(CC2)N)=CC=C1)(N(C)C)=O"
"JHQCJXNRARIVPC-UHFFFAOYNA-N,CHEMBL450498,4128,N,4.24,chembl20,557971,9606,MAOA,2549,C=1C2=C(C3=C(O2)CC3)C=C4C1OC(C=C4)=O"
"JBSMSTGKQFHUBO-UHFFFAOYNA-N,53322102,4128,A,8.30103,pubchem,550168,9606,MAOA,2549,O(C1=CC=2NC3=C(C2C=C1)C=CN=C3C)CC=C"
"IWPCCSXCUAADFR-UHFFFAOYNA-N,71559776,4128,A,6.76447,pubchem,751624,9606,MAOA,2549,ClC1=CC=C(COC2=CC=3C(=COC3O)C=C2)C=C1"
"JPFBKWSBTOFTQU-UHFFFAOYNA-N,CHEMBL2207497,29253,A,7.2,chembl20,881848,10116,MAOA,2549,N1(CCC(CC1)C=2C=C3C=CC=CC3=CC2)CCC"
"JRVMEXROBIHYGZ-UHFFFAOYNA-N,CHEMBL302777,29253,A,6.7,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC(=C2)OC)OC=3C1=CC=CC3)(=O)=O"
"JSHPCVXIXZUURL-YAQRNVERNA-N,CHEMBL426546,4128,N,0.38,chembl20,739780,9606,MAOA,2549,N1C(C(NCCC2=CC=CC=C2)=O)=CC=C1"
"JUPYWIAXNPUABO-YAQRNVERNA-N,CHEMBL172812,4128,N,0.47,chembl20,739780,9606,MAOA,2549,C(C=1NC=CC1)(NCC2=CC(F)=CC=C2)=O"
"HMYJLVDKPJHJCF-MRVPVSSYNA-N,CHEMBL540259,4128,A,5.22,chembl20,122786,9606,MAOA,2549,C=1C(=C(C=C2C1[C@H](NCC2)C)OC)OC"
"HMYJLVDKPJHJCF-QMMMGPOBNA-N,CHEMBL555788,4128,N,3.73,chembl20,122786,9606,MAOA,2549,C=1C(=C(C=C2C1[C@@H](NCC2)C)OC)OC"
"HRJAFCAVJHVTOR-YAQRNVERNA-N,CHEMBL598188,29253,N,4.59,chembl20,610338,10116,MAOA,2549,C(C=1C=C(C=NC1)Br)(=O)NCCN2CCOCC2"
"HRSIPKSSEVRSPG-VIFPVBQENA-N,CHEMBL454315,4128,N,3.99,chembl20,122786,9606,MAOA,2549,C=1(C=C2CCN([C@H](C2=CC1OC)C)C)OC"
"HQSRQKBSOOZLHH-UHFFFAOYNA-N,CHEMBL66225,29253,A,8.0,chembl20,123445,10116,MAOA,2549,S1(C2=C(C=CC=C2CC)OC=3C1=CC=CC3)(=O)=O"
"HQSRQKBSOOZLHH-UHFFFAOYNA-N,CHEMBL66225,4128,A,8.0,chembl20,122794,9606,MAOA,2549,S1(C2=C(C=CC=C2CC)OC=3C1=CC=CC3)(=O)=O"
"HGWDKWJYTURSFE-UHFFFAOYNA-N,CHEMBL186368,4128,A,6.74,chembl20,304820,9606,MAOA,2549,C1(C=2C(=CC(=CC2)OC)OC3=C1C=CC=C3)=O"
"GHEFZUSLOGYDQM-UHFFFAOYNA-N,CHEMBL192578,29253,A,5.54,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCCCC)OC)CC(N)C"
"GGGYINYMYRKTGY-UHFFFAOYNA-N,CHEMBL2204761,4128,N,4.72,chembl20,885406,9606,MAOA,2549,C(C=1C(C#N)=CC(=CC1)SC=2C=CC(=CC2)Br)#N"
"IQIGECASJMDDMD-UHFFFAOYNA-N,CHEMBL363747,4128,A,7.4,chembl20,304820,9606,MAOA,2549,C1=2C(C3=CC=CC(=C3OC1=CC(=CC2O)OC)O)=O"
"ISDNXPQCMNXNMI-YAQRNVERNA-N,CHEMBL366390,4128,N,0.14,chembl20,739780,9606,MAOA,2549,C(C=1NC=CC1)(NCC=2C=CC(=CC2)F)=O"
"JKMIKRDROJBJMP-UHFFFAOYNA-N,CHEMBL2312486,4128,N,4.0,chembl20,934040,9606,MAOA,2549,C1=C(C=C2C(=C1)OC(=CC2=O)C(=O)OCC)Cl"
"KSFOXAKLLSKHNR-UHFFFAOYNA-N,CHEMBL315245,29253,A,5.7,chembl20,123276,10116,MAOA,2549,S1(C2=C(C=C(C=C2)Cl)CC=3C1=CC=CC3)(=O)=O"
"JTNDORAWCIEWNX-YHMJCDSINA-N,CHEMBL600579,29253,N,4.17,chembl20,610338,10116,MAOA,2549,C(C1=CC=CN=C1)(=O)NCCN2CCOCC2"
"JPTNODCPLWXJQG-VOTSOKGWNA-N,CHEMBL2420783,4128,N,4.82,chembl20,979172,9606,MAOA,2549,C1(=CC(=CC=C1)Br)/C=C/C(=O)C=2OC(=CC2)C"
"LQMGVAPMSDGCMH-UHFFFAOYNA-N,CHEMBL2207487,29253,N,4.85,chembl20,881848,10116,MAOA,2549,S1C=C(C=2C=CC=CC12)C3CCN(CC3)CCC"
"HSFQBCBKMINXBH-UHFFFAOYNA-N,CHEMBL190857,29253,A,5.74,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SC)OC)CC(NC)C"
"HVPFGFYZDCUAAK-UHFFFAOYNA-N,CHEMBL81741,29253,A,7.22,chembl20,123276,10116,MAOA,2549,S1(C2=C(C=C(C#N)C=C2)OC=3C1=CC=CC3)(=O)=O"
"IDVITXXPXBFSHC-UHFFFAOYNA-N,CHEMBL67826,29253,A,7.52,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC=C2C)OC=3C1=CC=CC3)(=O)=O"
"LAHIGVMDLHPFHD-UHFFFAOYNA-N,CHEMBL2048229,29253,A,5.92,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)N3CCOCC3)CCC"
"LEHHDJYYMLPGOR-YAQRNVERNA-N,CHEMBL63423,29253,A,6.52,chembl20,99937,10116,MAOA,2549,C=12OC3=CC=CC=C3C1C=CC(NC(=O)C)=C2"
"KYJQKMARZQXYGC-UHFFFAOYNA-N,CHEMBL303698,29253,A,7.22,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC=C2C)C(C=3C1=CC=CC3)=O)(=O)=O"
"LBNBZBDFWZOJRY-YAQRNVERNA-N,16082809,29253,A,5.74473,pubchem,270418,10116,MAOA,2549,N1CCN=C1C=2C=CC(=NC2)C=3C=CC=CC3"
"KLAWPCIXPDTGCZ-UHFFFAOYNA-N,CHEMBL372719,29253,N,4.93,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCC)OC)CC(N)CC"
"KKAIAGHGMNUUAL-UHFFFAOYNA-N,CHEMBL361891,29253,A,7.02,chembl20,302385,10116,MAOA,2549,C(C=1N(C=CC1)C)(C(C=2C=CC=CC2)N)=O"
"KHSLYBCUWUKVBX-UHFFFAOYNA-N,CHEMBL461245,4128,N,2.0,chembl20,739780,9606,MAOA,2549,C=1C=C2C=C(CN(C3=CC=CC=C3)C)NC2=CC1"
"KNTSNHQKRQFSSZ-QUMJNWNJNA-N,CHEMBL1823813,4128,N,4.66,chembl20,762553,9606,MAOA,2549,N1=CC=C(C=C1)/C=C\2/SC(NC2=O)=S"
"KBYBNLUYYDZWAT-HCKMINDGNA-N,CHEMBL220677,4128,N,1.26,chembl20,739780,9606,MAOA,2549,N1C=CC=C1C(=O)NCCCCC2=CC=CC=C2"
"KFOAJSBPMTZFPO-UHFFFAOYNA-N,CHEMBL258420,4128,A,7.43,chembl20,462120,9606,MAOA,2549,C1=CC2=C(C=CN=C2C(O)=C1)CN(CC#C)C"
"JYJOJIQXXXLXEL-YHMJCDSINA-N,CHEMBL294039,29253,A,6.0,chembl20,99939,10116,MAOA,2549,N1C(=C(C)C=2C1=CC=C(NC(=O)C)C2)C"
"LWVFMDTWYOYNOZ-DNVHIYPYNA-N,70696770,4128,A,5.2583,pubchem,672470,9606,MAOA,2549,BrC1=C2N=CC(C2=CC=C1)=CC=3NC(=NC3O)N"
"LUENAZOOIPSKQU-UHFFFAOYNA-N,CHEMBL2207484,29253,N,4.8,chembl20,881848,10116,MAOA,2549,N1C=C(C=2C=CC(=CC12)F)C3CCN(CC3)CCC"
"MNWYNMNNUMFSGM-UHFFFAOYNA-N,CHEMBL127717,29253,A,6.0,chembl20,122938,10116,MAOA,2549,C12=C(N=NC3=C1C=CC=C3)C=4C=CC=CC4C2=O"
"MMWMTLVWCSLRFP-UHFFFAOYNA-N,CHEMBL63705,29253,A,6.0,chembl20,123282,10116,MAOA,2549,S1(C2=C(C(CC)=CC=C2)OC=3C1=CC=CC3)(=O)=O"
"MQECFYXUIGHGIA-UHFFFAOYNA-N,CHEMBL375788,4128,N,0.82,chembl20,739780,9606,MAOA,2549,N1(C(CN(CC2=CC=CC=C2)C)=CC=C1)C"
"KTKPTOSTWLGTNI-XWKXFZRBNA-N,46233197,29253,A,5.03245,pubchem,459597,10116,MAOA,2549,S1C(CNC(=O)C1)C2=CC=C(OC)C=C2"
"KLTMOUQCSMUREL-UHFFFAOYNA-N,CHEMBL2336282,29253,N,3.2,chembl20,948571,10116,MAOA,2549,O=S(=O)(C=1C(=CC=CC1)N2CCN(CC2)CCC)C"
"LKPIFWUZZXRCDC-YAQRNVERNA-N,CHEMBL2158250,4128,A,5.99,chembl20,855852,9606,MAOA,2549,C1CCCCC1SC=2C=C3C(=CC2)C(NC3=O)=O"
"LHXOCOHMBFOVJS-UHFFFAOYNA-N,CHEMBL544636,29253,N,3.6,chembl20,123105,10116,MAOA,2549,C(OC=1C=C2C(CCC2NCC#C)=CC1)(N(CC)C)=O"
"MEZLKOACVSPNER-GFCCVEGCNA-N,26757,4128,A,7.17231,pubchem,619466,9606,MAOA,2549,N([C@@H](CC1=CC=CC=C1)C)(CC#C)C"
"MEZLKOACVSPNER-GFCCVEGCNA-N,CHEMBL972,29253,A,7.7,chembl20,1362460,10116,MAOA,2549,C(#C)CN([C@@H](CC=1C=CC=CC1)C)C"
"KUFSGCJONYBXLF-UHFFFAOYNA-N,CHEMBL122697,4128,A,6.3,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(Cl)C=CC2=CC1O)C(=O)OCC"
"MSLRYBZTMHIFBX-UHFFFAOYNA-N,CHEMBL1645545,4128,A,8.41,chembl20,698696,9606,MAOA,2549,C1=CC=2C(C=C1OCC(C)C)=NC=3C2C=CNC3C"
"MSNFDYGWYSEFQL-YHMJCDSINA-N,CHEMBL122750,4128,A,6.3,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(Cl)C=CC2=CC1O)C(=O)O"
"MXWHMTNPTTVWDM-BNVWQTHPNA-N,5351154,4128,N,,pubchem,409942,9606,MAOA,2549,N(\N=C(N)N)=C(\C)/C=N/N=C(N)N"
"NZKNMVSLDOKHFA-UHFFFAOYNA-N,CHEMBL487236,4128,N,3.59,chembl20,557971,9606,MAOA,2549,C=1C2=C(C(=CO2)C)C(=C3C1OC(C=C3)=O)OC"
"NXECYPXVEDYKAJ-YHMJCDSINA-N,CHEMBL598189,29253,N,4.07,chembl20,610338,10116,MAOA,2549,C(C=1C=CC(=NC1)C)(=O)NCCN2CCOCC2"
"NXHHUAOYFMCRFK-XWKXFZRBNA-N,CHEMBL503049,29253,N,4.87,chembl20,540260,10116,MAOA,2549,C1(=NCCN1)C2=CC(=C(C=C2)OC)OC"
"OAQQDVNMYJHDCM-UHFFFAOYNA-N,CHEMBL46602,29253,N,4.47,chembl20,123446,10116,MAOA,2549,N1(C(=CC2=C1C=CC=C2)CNCC3=CC=CC=C3)C"
"NLSNTMGQMNLVHN-UHFFFAOYNA-N,71559780,4128,A,6.46344,pubchem,751624,9606,MAOA,2549,IC1=CC=C(COC2=CC=3C(=COC3O)C=C2)C=C1"
"NODMCHGAALNZRH-UHFFFAOYNA-N,CHEMBL591923,4128,N,3.82,chembl20,612768,9606,MAOA,2549,C=1(C=CC=2C(C=C(OC2C1)C3=CC=CC=C3)=S)F"
"NOKCEDABPMZOHS-UHFFFAOYNA-N,CHEMBL66679,29253,A,7.3,chembl20,123282,10116,MAOA,2549,S1(C=2C(=CC=CC2C)OC3=C1C(=CC=C3)C)(=O)=O"
"NOPHASKLMDZCSJ-KZFATGLANA-N,CHEMBL456894,29253,N,3.74,chembl20,540260,10116,MAOA,2549,C=1(NCCN1)C2=CC=C(C=C2)N(=O)=O"
"OMHVDZSJVYESCX-UHFFFAOYNA-N,CHEMBL475885,4128,N,4.37,chembl20,557971,9606,MAOA,2549,C=1C=C2C(=CC1OC3C(=O)CCCC3)OC(=O)C=C2"
"OJYZJMIVIKNNMM-UHFFFAOYNA-N,CHEMBL55045,29253,A,6.7,chembl20,123285,10116,MAOA,2549,N=1C(=NOC1C)C2=CC=3SC=4C=CC=CC4OC3C=C2"
"OKEITXXEAYZCOA-UHFFFAOYNA-N,CHEMBL66723,29253,A,7.4,chembl20,123289,10116,MAOA,2549,S1(C2=C(C=CC=C2C=C)OC=3C1=CC=CC3)(=O)=O"
"OOMNJGBWGCFPMX-UHFFFAOYNA-N,CHEMBL3288297,4128,A,6.51,chembl20,1363618,9606,MAOA,2549,C1=CC(=CC=C1COC=2C=CC=3C(=O)CCCC3C2)Br"
"OONWVXGETLDJLU-UHFFFAOYNA-N,CHEMBL151883,29253,A,5.59,chembl20,123091,10116,MAOA,2549,C(OC1=CC(CCNCC#C)=CC=C1)(N(CC)C)=O"
"OLCPVIMTGKFYJC-UHFFFAOYNA-N,CHEMBL507756,4128,N,4.22,chembl20,557971,9606,MAOA,2549,C=1C=C2C(=C(C)C1O)OC(C3=C2CCCC3)=O"
"LTDMZNGQZUFXRU-UHFFFAOYNA-N,CHEMBL3288300,4128,A,5.68,chembl20,1363618,9606,MAOA,2549,C1=CC(=CC=C1COC=2C=CC=3C(=O)CCCC3C2)C"
"LTEASLKGJBLLJO-UHFFFAOYNA-N,CHEMBL333180,4128,A,6.68,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(Br)C=CC2=CC1O)C(=O)OCC"
"PFYDYKKZITXWEE-UHFFFAOYNA-N,CHEMBL3121867,4128,A,5.0,chembl20,1292876,9606,MAOA,2549,O(C1=CC=C2C(=C1)OC(C=C2)=O)CCNCC#C"
"OWKUHSXPAXOZJT-WEZZIZGPNA-N,62705288,4128,A,6.57349,pubchem,672470,9606,MAOA,2549,BrC=1C=2C(C=NC2C=CC1)=CC=3NC(S)=NC3O"
"PBHMQGFXHZKYFF-UHFFFAOYNA-N,71559911,4128,A,6.20135,pubchem,751624,9606,MAOA,2549,BrC=1C=C(COC2=CC=3C(=COC3O)C=C2)C=CC1"
"OSUVWJGCKQEMHK-NDKGDYFDNA-N,CHEMBL13698,29253,A,5.31,chembl20,540260,10116,MAOA,2549,C1(C2=NC=3C(C=C2)=CC=CC3)=NCCN1"
"NRSDGDXUWMMUEV-LBPRGKRZNA-N,CHEMBL1788315,29253,N,3.36,chembl20,123117,10116,MAOA,2549,C12=C(CC[C@@H]1NCC#C)C=CC(=C2)O"
"OGCSBPXIKACNKA-UHFFFAOYNA-N,CHEMBL542265,29253,N,4.49,chembl20,122947,10116,MAOA,2549,C(OC=1C=C2C(CCC2N)=CC1)(N(CCC)C)=O"
"NHUHCSRWZMLRLA-UHFFFAOYNA-N,5344,4128,N,,pubchem,409942,9606,MAOA,2549,S(=O)(=O)(NC=1ON=C(C1C)C)C=2C=CC(N)=CC2"
"NHVTXNLTRJTTQP-UHFFFAOYNA-N,CHEMBL416467,29253,A,8.37,chembl20,123446,10116,MAOA,2549,C=1(N(C=2C=CC=CC2C1)C)CN(CC#CC)C"
"NFGRZMPVMLQXNS-UHFFFAOYNA-N,CHEMBL1830808,4128,N,4.39,chembl20,769477,9606,MAOA,2549,C=1C=C(C=2OC(C(=CC2C1)C(OCC)=O)=O)O"
"ORDPXOCNLOPGLX-UHFFFAOYNA-N,76314097,4128,A,5.42366,pubchem,1068764,9606,MAOA,2549,O1C(=O)C(CN2CCCC2)=CC=3C1=CC=C(N)C3"
"MCYCODJKXUJSAT-UHFFFAOYNA-N,CHEMBL339611,29253,A,5.42,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCC)OC)CC(N)C"
"PXLPCZJACKUXGP-CLRGVMNRNA-N,29142,4128,N,,pubchem,409942,9606,MAOA,2549,ClC1=CC(C=2C(=NC(=NC2N)N)CC)=CC=C1Cl"
"RANOYQDBFSPKIT-UHFFFAOYNA-N,CHEMBL220678,4128,N,1.05,chembl20,739780,9606,MAOA,2549,N1C=CC=C1C(=O)N(CCCCC2=CC=CC=C2)C"
"QWAUIVMNLJCFFX-UHFFFAOYNA-N,CHEMBL291388,29253,A,7.4,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC(=C2)OCC)OC=3C1=CC=CC3)(=O)=O"
"QYNDAVAVQAWVPD-UHFFFAOYNA-N,61833723,4128,A,6.68403,pubchem,1152188,9606,MAOA,2549,ClC=1C=C(COC=2C=C3CCCC(=O)C3=CC2)C=CC1"
"QXAMLVSXDQXILL-UHFFFAOYNA-N,CHEMBL189630,29253,A,6.52,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCCC)OC)CC(NC)C"
"QXAZOMDGGRSJGD-CSKARUKUNA-N,CHEMBL1814645,4128,N,4.98,chembl20,762553,9606,MAOA,2549,N=1C=CC(/C=C\2/SC(N(C2=O)CCC)=S)=CC1"
"PLSMWDXASRIKKG-UHFFFAOYNA-N,CHEMBL1253606,4128,A,5.52,chembl20,662857,9606,MAOA,2549,C=1C=2C(OC1O)=CC=C(C2)OC(C=3C=CC=CC3)=O"
"PPAJQNYKCDSXEM-UHFFFAOYNA-N,CHEMBL375415,4128,N,1.4,chembl20,739780,9606,MAOA,2549,N1C=CC=C1C(=O)N(CCCC2=CC=CC=C2)C"
"PPKFLDFXTOQFJP-UHFFFAOYNA-N,CHEMBL504356,4128,N,4.91,chembl20,557971,9606,MAOA,2549,C1(=C2C(C=CO2)=CC3=C1OC(=O)C(C3)=N)OC"
"QCBZEQPRSNEPNA-UHFFFAOYNA-N,59601689,4128,A,5.25259,pubchem,717663,9606,MAOA,2549,S(CC1=CC=C(OC)C=C1)C2=CC=C(C=C2)C#N"
"QDLFCBKKECTJSK-UHFFFAOYNA-N,CHEMBL145781,29253,A,5.17,chembl20,123580,10116,MAOA,2549,C=1C=C2C=CC(=O)OC2=CC1OCC3=CC=CC=C3"
"QBLMGOBATXACLR-UHFFFAOYNA-N,CHEMBL308200,29253,A,7.1,chembl20,123282,10116,MAOA,2549,S1(C=2C(C(F)(F)F)=CC=CC2OC=3C1=CC=CC3)(=O)=O"
"QELOVGYDEUPHLG-YHMJCDSINA-N,CHEMBL331245,4128,N,4.92,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(C)C=CC2=CC1O)C(=O)O"
"PVTPONBYBYGFBL-YHMJCDSINA-N,CHEMBL1061,4128,N,3.71,chembl20,762553,9606,MAOA,2549,N1=C(SC(=C1O)CC2=CC=C(C=C2)O)O"
"QHDXWWJHBCJTDG-UHFFFAOYNA-N,CHEMBL192944,29253,N,4.51,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SC)OC)CC(N)CC"
"PHOSPXFMBUITGW-UHFFFAOYNA-N,CHEMBL46952,29253,A,9.1,chembl20,123446,10116,MAOA,2549,N1(C(=CC2=C1C=CC(OC)=C2)CNCC#C)C"
"RIKLBFYMQFBFJF-UHFFFAOYNA-N,39247144,4128,A,6.72125,pubchem,1119029,9606,MAOA,2549,N(C=1C=CC(NCC2=NC=CC=C2)=CC1)(C)C"
"RIBPBDJODPIITD-UHFFFAOYNA-N,CHEMBL450964,29253,A,6.35,chembl20,543072,10116,MAOA,2549,C=1C=C2C=C(C=CC2=CC1OCC)CC(N)C"
"RGZBRSAMNZVOHP-UHFFFAOYNA-N,CHEMBL190253,29253,A,5.12,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCCC)OC)CC(N)CC"
"REPSGCFMBLDAAK-UHFFFAOYNA-N,CHEMBL3121783,4128,A,6.26,chembl20,1292876,9606,MAOA,2549,O(CCCC#C)C1=CC=C2C(=C1)OC(C=C2C)=O"
"QMXCHNWJZQMLGG-UHFFFAOYNA-N,CHEMBL392622,29253,N,4.33,chembl20,450264,10116,MAOA,2549,C=1C=CC2=C(C3=C(C2=O)N=C(N=C3)C)C1"
"QIBIAGDWRHWFNP-XWKXFZRBNA-N,CHEMBL1830819,4128,N,4.22,chembl20,769477,9606,MAOA,2549,C1=CC=2C=C(C(OC2C(=C1)O)=O)C(O)=O"
"RQAFMLCWWGDNLI-WYUMXYHSNA-N,25306,4128,N,,pubchem,409942,9606,MAOA,2549,ClCCN(C1=CC=C(C=C1)CC(=O)O)CCCl"
